"SITEID","Date","LATITUDE","LONGITUDE","STATE","EASTING","NORTHING","UTMZONE","DUPLICATE.CODE","DUPLICATE.SITEID","SAMPLEID","GRAIN.SIZE","DEPTH","Type","Ag.AR","Al.AR","As.AR","Au.AR","B.AR","Ba.AR","Be.AR","Bi.AR","Ca.AR","Cd.AR","Ce.AR","Co.AR","Cr.AR","Cs.AR","Cu.AR","Dy.AR","Er.AR","Eu.AR","Fe.AR","Ga.AR","Gd.AR","Ge.AR","Hf.AR","Hg.AR","Ho.AR","In.AR","K.AR","La.AR","Li.AR","Lu.AR","Mg.AR","Mn.AR","Mo.AR","Na.AR","Nb.AR","Nd.AR","Ni.AR","Pb.AR","Pr.AR","Rb.AR","Sb.AR","Sc.AR","Se.AR","Sm.AR","Sn.AR","Sr.AR","Ta.AR","Tb.AR","Te.AR","Th.AR","Tl.AR","Tm.AR","U.AR","V.AR","W.AR","Y.AR","Zn.AR","Zr.AR","Au.FA","Pd.FA","Pt.FA","Ag.ICP","As.ICP","Ba.ICP","Be.ICP","Bi.ICP","Cd.ICP","Ce.ICP","Co.ICP","Cr.ICP","Cs.ICP","Cu.ICP","Dy.ICP","Er.ICP","Eu.ICP","Ga.ICP","Gd.ICP","Ge.ICP","Hf.ICP","Ho.ICP","La.ICP","Lu.ICP","Mo.ICP","Nb.ICP","Nd.ICP","Ni.ICP","Pb.ICP","Pr.ICP","Rb.ICP","Sb.ICP","Sc.ICP","Sm.ICP","Sn.ICP","Sr.ICP","Ta.ICP","Tb.ICP","Th.ICP","U.ICP","V.ICP","W.ICP","Y.ICP","Yb.ICP","Zn.ICP","Zr.ICP","F.ISE","Al.XRF","Ca.XRF","Cl.XRF","FeT.XRF","K.XRF","Mg.XRF","Mn.XRF","Na.XRF","P.XRF","S.XRF","Si.XRF","Ti.XRF","LOI.Cal","pH","EC"
2007191188,"05/03/08",-29.1567,119.0016,"WA",6772995.982,694681.8928,50,NA,NA,"2007191188001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,6000,0.3,0.0038,0.5,22.4,0.1,0.08,300,0.005,12.4,0.7,27.2,0.32,3.2,0.3,0.05,0.05,5700,1.48,0.4,0.05,0.05,0.005,0.05,0.01,500,5.5,2.1,0.05,200,34,0.24,30,0.1,2.91,2.6,2.27,0.7,4.6,0.01,1.6,0.04,0.5,0.18,1.7,0.025,0.05,0.01,2.7,0.04,0.05,0.2,17,0.05,1.21,22,1.4,0.001,NA,NA,NA,2.3,228,1.4,0.13,NA,12.03,1.6,39.4,0.88,4.3,0.76,0.51,0.107,3.7,0.75,0.4,2.65,0.16,6.98,0.07,0.6,4.9,4.11,6.6,6.47,1.19,28.1,3,2.4,0.5,0.2,12.9,0.67,NA,5.17,0.65,20.1,0.5,5.9,0.62,3.4,98.2,80,17689,636,28,11778,4441,241,85,905,140,86,433079,1690,11792,6.12,14.115
2007191192,"03/03/08",-24.8185,113.8113,"WA",7252221.299,784177.1512,49,"Duplicate.1",2007191339,"2007191192001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.01,19400,2.2,5e-04,1,99.2,0.8,0.21,2000,0.05,79.8,6.5,47.6,1.74,17.3,2.1,0.9,0.7,21600,4.7,3.3,0.1,0.05,0.005,0.4,0.02,5700,30.6,10.2,0.05,5500,318,0.54,130,0.4,20.1,12.9,7.98,5.2,32.8,0.13,5.9,0.07,3.8,0.91,25.8,0.025,0.4,0.01,10.8,0.23,0.1,1,57,0.1,9.96,47.5,4.9,0.001,0.001,7e-04,NA,3.8,529.5,2.3,0.3,NA,61.98,8.9,66.7,3.17,18.7,3.8,2.5,0.988,13.5,4.4,0.7,10.77,0.85,31.53,0.37,0.7,13.5,26.15,20.6,20.79,6.97,91.6,3.4,10.2,5.04,1.4,93.6,1.1,0.59,15.73,2.71,77.2,1.6,26.5,2.64,41,415.1,500,60827,6454,56,33648,19300,5270,496,7797,519,137,340735,4351,46476,7.005,55.3
2007191194,"16/01/08",-34.9583,117.0406,"WA",6131580.539,503706.6958,50,NA,NA,"2007191194001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.098,1800,0.9,0.0203,0.5,6.7,0.1,0.03,300,0.005,6.41,0.2,12.7,0.19,2.69,0.1,0.05,0.05,2300,0.85,0.2,0.05,0.05,0.005,0.05,0.01,50,2.3,0.3,0.05,200,21,0.41,80,0.05,1.14,0.5,3.59,0.3,1.6,0.01,0.6,0.01,0.2,0.38,7.6,0.025,0.05,0.04,1,0.01,0.05,0.2,7,0.05,0.39,17.9,0.05,0.046,NA,NA,NA,2.1,135.4,NA,0.07,0.15,39.79,1.1,29.2,0.82,3.3,1.28,0.88,0.157,3.6,1.94,0.4,20.19,0.28,19.5,0.16,1.8,8.7,15.85,3.1,10.51,4.21,27.1,2.9,3.8,2.72,1,21.4,0.67,0.1,11.92,2.02,11.5,0.7,9,1.15,NA,807.8,140,13301,929,96,8875,5686,217,93,1105,113,126,425413,2463,36439,5.135,47.1
2007191199,"02/04/08",-27.4453,124.2655,"WA",6963605.476,625064.3689,51,NA,NA,"2007191199001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,1100,0.05,3e-04,2,10.6,0.1,0.08,1000,0.02,5.73,0.8,30.7,0.08,3.63,0.2,0.05,0.05,6400,0.82,0.3,0.05,0.05,0.02,0.05,0.01,200,2.1,0.1,0.05,400,28,0.08,5,0.05,1.63,3.8,2.24,0.4,2.1,0.07,1,0.04,0.3,0.21,2.4,0.025,0.05,0.01,1.6,0.01,0.05,0.1,28,0.05,1.06,33.6,2.1,0.001,NA,NA,NA,2.6,93,NA,0.11,NA,7.13,1.9,36.9,0.88,4,0.57,0.49,0.093,3.9,0.58,0.5,5.24,0.12,4.12,0.06,NA,3.6,2.89,5.3,4.15,0.77,16.2,2.2,3.1,0.4,0.2,8.2,0.23,NA,3.22,0.48,28.2,0.5,4.9,0.59,NA,216.5,160,16631,886,19,12778,1386,730,54,185,92,76,437533,1366,6935,8.036666667,47.8
2007191226,"27/01/08",-31.6582,128.0532,"WA",6497059.96,410237.6657,52,NA,NA,"2007191226001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.01,29700,1.6,4e-04,6,93,1.1,0.22,75400,0.19,45.8,9.6,67.1,1.89,20.3,2.6,1.2,0.8,30700,10.5,3.3,0.05,0.05,0.02,0.5,0.04,19400,22.3,13.5,0.1,10900,512,0.17,550,0.3,19,25.9,12.8,5.3,38.8,0.19,8.3,0.13,3.9,1.22,84.8,0.025,0.4,0.01,4.6,0.25,0.2,0.2,35,0.05,14.6,46.1,3.1,NA,NA,7e-04,NA,3.2,197,1.5,0.3,0.24,52.68,12.1,85.7,3.72,24.7,4.12,2.13,0.915,17.2,4.06,0.5,5.65,0.79,26.23,0.32,0.5,9.1,21.05,33.2,16.44,5.76,68.5,NA,12.6,4.52,1.8,112.5,0.69,0.7,11.42,1.11,55.7,1.1,25,2.21,59.5,226.7,240,66321,83027,35,35334,18354,15099,496,1187,340,291,217734,3770,184857,8.025,117.05
2007191230,"16/07/08",-30.8768,115.651,"WA",6583272.428,371045.332,50,NA,NA,"2007191230001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,5400,1.2,5e-05,0.5,19,0.3,0.03,400,0.005,14.1,1.1,37.1,0.47,1.19,0.6,0.2,0.2,13800,1.84,0.8,0.05,0.05,0.03,0.2,0.01,600,7.9,3.4,0.05,400,31,0.18,250,0.1,4.73,4.3,3.32,1.4,12.1,0.17,0.4,0.02,0.9,0.53,12,0.025,0.1,0.01,3.8,0.01,0.2,0.4,33,0.05,2.41,4.9,1,0.001,NA,NA,NA,2.4,56,NA,0.05,NA,17.26,1.2,49.9,0.61,3,1.298,0.701,0.1664,2.4,1.08,0.4,10.97,0.195,8.55,0.088,0.6,7.3,6.62,10.3,4.04,1.81,11.4,NA,2.3,1.2,0.2,13,0.48,0.165,5.26,1.04,36.7,0.3,8.6,0.951,5.7,418.9,140,9051,522,18,17198,1710,295,54,37,209,67,429531,2607,30555,5.625,57
2007191232,"13/12/07",-31.9538,120.7761,"WA",6462525.708,289812.1079,51,NA,NA,"2007191232001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,13200,0.8,5e-05,0.5,18,0.5,0.06,900,0.005,34.4,3,32.3,0.55,4.64,1.1,0.5,0.3,9600,3.6,1.6,0.05,0.2,0.01,0.3,0.01,1800,17,9.6,0.05,900,89,0.09,180,0.05,10.6,12.8,9.15,3.3,14.7,0.1,2.4,0.03,1.8,0.98,6,0.025,0.2,0.02,12.5,0.1,0.2,1.4,18,0.05,4.72,8.3,8.4,0.001,NA,5e-04,NA,NA,361.7,NA,0.44,NA,35.51,5.2,46.3,0.79,6.9,1.633,0.757,0.3705,7.5,1.651,0.33,3.24,0.248,16.29,0.073,0.3,4.5,12.49,18.1,16.66,3.32,57.3,NA,4.2,2.017,0.6,36,0.33,0.225,14.35,1.88,22.1,0.6,8.7,0.78,14.2,116,20,36575,1372,10,13065,14635,929,101,2241,87,46,396285,1528,37074,5.86,16.58
2007191237,"15/01/08",-34.4475,115.7768,"WA",6187545.763,387632.8225,50,NA,NA,"2007191237001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,200,0.3,5e-05,0.5,3.2,0.05,0.01,300,0.005,1.64,0.1,0.25,0.01,0.59,0.05,0.05,0.05,300,0.05,0.05,0.05,0.05,0.01,0.1,0.01,50,1,0.1,0.05,50,18,0.1,180,0.05,0.66,1,0.7,0.2,0.1,0.05,0.05,0.005,0.1,0.39,2.9,0.025,0.05,0.01,0.7,0.01,0.2,0.05,2,0.05,0.14,0.05,0.2,0.001,NA,NA,NA,NA,22.6,NA,NA,NA,3.73,0.3,10.2,NA,4.5,0.384,0.14,NA,0.5,0.217,0.29,3.91,NA,2.03,NA,NA,2.6,1.61,16.9,0.89,0.38,NA,NA,0.8,NA,NA,1.9,0.14,NA,1.29,0.31,2.4,NA,2,0.184,2.4,152.7,20,1249,436,36,5980,614,30,19.5,37,70,46,448695,1019,25514,5.015,21.85
2007191249,"24/02/08",-27.0911,118.7459,"WA",7002273.26,673095.781,50,NA,NA,"2007191249001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.007,3800,1.7,6e-04,0.5,65.3,0.2,0.23,1300,0.04,38.4,6.8,91.9,0.28,19.9,1.5,0.7,0.5,25300,2.89,1.9,0.05,0.2,0.005,0.4,0.01,1300,16.5,1.9,0.05,500,389,0.74,130,0.2,14.8,11.8,7.44,3.7,6.5,0.27,3.2,0.13,2.7,0.97,12.9,0.025,0.3,0.01,9.2,0.05,0.1,6,44,0.05,4.88,27,7.6,0.001,0.001,8e-04,NA,3.3,426.8,NA,0.7,NA,50.2,9.6,125,2.16,21.5,2.822,1.708,0.651,11.2,2.885,0.49,6.04,0.481,23.29,0.152,0.9,11.4,19.86,24.4,21.39,5.07,70.4,NA,7.7,3.695,1.3,42.8,1.16,0.357,15.17,8.84,66.8,0.9,17.7,1.72,39.5,216.9,80,44218,1144,39,28235,13290,1122,410,1506,362,164,375542,4003,42461,7.32,72.1
2007191251,"01/03/08",-26.2141,122.1222,"WA",7100308.852,412309.5681,51,NA,NA,"2007191251001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.018,6600,1.8,5e-05,0.5,152,0.6,0.2,5800,0.05,18.8,6.7,46.1,0.78,16.8,1.3,0.5,0.5,24800,2.97,1.7,0.05,0.05,0.06,0.3,0.01,2100,8.9,10.2,0.05,3000,859,0.27,200,0.1,8.73,13.1,9.15,1.9,10.2,0.27,1.7,0.12,1.9,0.85,12.3,0.025,0.2,0.01,5,0.07,0.1,0.6,31,0.1,4.07,28.5,3.2,0.001,0.001,8e-04,NA,3.7,455.2,1.2,0.59,NA,41.13,10.8,73.9,4.22,20.5,2.89,1.657,0.6001,11.3,2.904,0.7,5.85,0.489,21.01,0.153,NA,7.9,18.41,18.1,19.72,4.53,70.1,NA,7.5,3.607,1.3,39.4,0.73,0.405,10.57,1.71,55.6,1.1,17.5,1.652,41.4,210,320,45964,6332,46,32557,11621,6464,976,1513,275,150,355743,2841,62656,8.45,117.9
2007191253,"03/05/08",-22.9141,116.2837,"WA",7465810.509,426544.7716,50,"Duplicate.2",2007190185,"2007191253001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.022,7000,4.2,6e-04,0.5,62.3,0.6,0.22,2700,0.16,25.3,9.6,76.4,0.96,57.7,1.4,0.7,0.6,55300,3.55,2,0.05,0.3,0.03,0.4,0.01,1700,14.9,6.2,0.05,3100,379,0.6,140,0.3,11.6,33.4,9.71,2.8,10.7,1.02,4.3,0.15,2.5,0.8,13.6,0.025,0.3,0.01,5.8,0.08,0.1,0.7,79,0.2,6.4,59.5,10.1,0.001,0.001,0.0017,NA,8.1,317.9,1.8,0.6,NA,48.46,15,121.5,4.75,35.7,3.776,2.25,0.9017,13.2,3.785,1.03,6.35,0.685,25.54,0.26,0.4,11.3,21.43,44.6,17.53,5.57,81.1,2.4,11.8,4.416,1.2,53.7,0.95,0.547,11.71,2.31,143.4,1.1,24.2,2.297,71.3,232.3,320,49611,6146,26,66023,14601,7453,581,3057,384,147,328059,6341,54419,8.13,22.4
2007191257,"03/03/08",-28.692,120.9424,"WA",6824403.918,298975.2272,51,"Duplicate.2",2007190355,"2007191257001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.007,9700,4,0.0023,7,18,0.5,0.2,1000,0.03,54.2,15.4,134,0.49,30.5,1.9,0.8,0.6,42200,5.18,2.7,0.05,0.05,0.02,0.3,0.04,4400,19.1,1.8,0.05,11100,395,1.34,6740,0.1,18.5,38,7.87,5,9.7,0.29,10.1,0.28,3.7,0.89,11.7,0.025,0.4,0.01,6.4,0.1,0.1,2.5,104,0.2,11,28.1,6,0.002,0.002,0.0022,NA,6.7,266,1.1,0.3,NA,47.6,23.5,231,3.16,45.9,3,1.84,0.966,22.2,3.58,0.6,4.41,0.64,24.26,0.25,1.5,9.3,20.6,81.6,16,5.21,58.7,1.7,17.6,4.14,1.5,51.5,0.66,0.43,10.77,3.47,140.6,1.4,19.4,1.98,82.9,164.1,300,91262,1615,4795,57798,13473,15171,674,8554,401,810,263357,4591,110771,8.535,4395
2007191258,"12/06/08",-18.2519,122.4126,"WA",7981845.163,437904.3059,51,NA,NA,"2007191258001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,300,0.3,3e-04,1,20.7,0.05,0.01,400,0.005,4.09,0.5,5.2,0.06,0.37,0.1,0.05,0.05,1100,0.27,0.2,0.05,0.05,0.02,0.05,0.01,50,1.6,0.05,0.05,50,22,0.01,10,0.05,1.26,0.05,1.2,0.3,1.1,0.01,0.4,0.005,0.2,0.025,3.1,0.025,0.05,0.01,0.7,0.01,0.05,0.05,6,0.05,0.5,10.7,4.8,0.001,NA,NA,NA,1.4,55.8,NA,0.08,NA,10.12,1.3,13.3,0.38,1.9,1.01,0.87,0.081,1,0.87,0.4,10.27,0.24,5.61,0.12,NA,4.8,4.18,NA,4.1,1.11,6.2,0.8,2.7,0.74,NA,5.7,0.38,NA,4.12,0.77,7.3,0.6,8.3,1.13,NA,410.8,100,5552,450,44,5847,606,30,46,163,83,93,453934,1492,5031,6.17,6.21
2007191259,"13/11/07",-30.5386,115.227,"WA",6620193.519,329915.9772,50,"Duplicate.2",2007190311,"2007191259001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,200,0.05,3e-04,0.5,2.7,0.05,0.01,700,0.005,2.22,0.1,1.5,0.03,0.18,0.05,0.05,0.05,500,0.2,0.05,0.05,0.05,0.01,0.05,0.01,50,1,0.05,0.05,200,5,0.02,1110,0.05,0.6,0.05,1.2,0.2,0.4,0.03,0.05,0.005,0.1,0.025,4.6,0.025,0.05,0.01,0.2,0.01,0.05,0.05,4,0.05,0.31,6.5,0.05,0.001,NA,NA,NA,1.3,74.7,NA,0.03,NA,7.4,0.5,14,0.2,2.8,0.44,0.34,NA,1.3,0.44,0.3,14.71,0.08,3.9,0.06,0.8,8.3,3.06,2.8,3.37,0.79,5.6,0.9,2.3,NA,NA,8.8,0.58,NA,2.18,0.6,6.7,0.6,3.4,0.52,NA,638.3,80,3499,708,1180,6379,1444,115,46,1165,87,173,446161,2703,18437,5.45,1161
2007191275,"29/03/08",-29.4641,126.178,"WA",6737277.389,226316.6572,52,"Duplicate.1",2007191590,"2007191275001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.005,11300,1,4e-04,0.5,31.7,0.5,0.1,24300,0.04,30.5,3.2,31.2,0.82,5.82,0.9,0.4,0.2,12400,3.7,1.5,0.05,0.05,0.05,0.2,0.01,3000,14.1,5,0.05,1800,119,0.34,40,0.1,10.1,6.6,5.87,2.8,14.9,0.09,2.9,0.04,1.9,0.45,25,0.025,0.2,0.01,3.7,0.09,0.05,0.3,33,0.05,5.7,20.5,2.9,0.001,NA,NA,NA,2.9,344.8,NA,0.14,NA,23.57,3.4,38.4,1.49,5.1,1.34,0.89,0.386,6.1,1.57,0.5,5.12,0.28,11.46,0.12,1,4.6,9.23,11.4,13.05,2.39,49.9,1.7,3.7,1.69,0.2,54.9,0.32,0.2,6.35,0.93,30.9,1.1,9.5,1.29,19.2,215.7,140,27322,17889,36,16023,12352,2111,147,749,183,113,391508,1726,39427,8.48,74.1
2007191279,"09/07/08",-30.2322,124.4348,"WA",6654614.009,638067.0105,51,NA,NA,"2007191279001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,6800,1.6,0.0013,0.5,4.6,0.2,0.07,300,0.03,10.1,1.6,94.9,0.45,5.45,0.4,0.1,0.05,10400,3.36,0.5,0.05,0.1,0.01,0.05,0.01,200,4.6,2.7,0.05,100,40,0.19,20,0.05,3.41,4.8,4.1,1,5.4,0.05,2.1,0.05,0.7,0.21,1.4,0.025,0.05,0.01,3.3,0.04,0.05,0.3,26,0.05,1.87,13,6,0.001,NA,NA,NA,2,46.4,NA,0.09,NA,8.24,2.2,47.7,0.7,2.8,0.57,0.37,0.125,4.7,0.59,0.4,3.21,0.11,4.07,0.03,0.9,3.6,3.34,13.2,4.58,0.85,11.4,1.4,2.3,0.46,NA,6.9,0.23,NA,3.3,0.64,20.4,0.9,4.4,0.69,3.7,131.2,80,17366,450,30,11722,1121,103,62,193,92,89,435402,1414,13541,5.05,6.35
2007191282,"19/02/08",-29.9076,115.9953,"WA",6691029.203,403006.849,50,"Duplicate.2",2007191134,"2007191282001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.004,2000,0.3,2e-04,2,10.3,0.1,0.01,50,0.005,16.6,0.7,4.5,0.09,0.78,0.4,0.2,0.05,2900,0.78,0.6,0.05,0.05,0.02,0.05,0.01,600,8.6,0.9,0.05,300,20,0.14,620,0.05,5.01,0.5,3.22,1.6,3.1,0.01,0.7,0.005,0.8,0.15,3.3,0.025,0.05,0.02,4.3,0.02,0.05,0.3,6,0.05,2.05,0.05,0.8,0.001,0.001,NA,NA,NA,308.9,NA,0.03,NA,17.65,1.1,13.3,0.3,1.5,1.47,0.57,0.165,7.9,0.83,0.3,6.3,0.18,9.83,0.11,0.5,6.4,5.46,4.6,8.11,1.68,70.5,NA,2.8,0.58,0.2,20.9,0.52,0.14,7.2,1.11,11,0.3,6,0.77,1.5,263.4,240,20648,543,604,5875,15888,368,19.5,3428,92,71,430602,1504,2406,5.58,464
2007191286,"10/07/08",-30.1328,124.7519,"WA",6665203.776,668754.4155,51,NA,NA,"2007191286001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.015,6300,3.7,0.001,0.5,4.7,0.2,0.09,50,0.005,9.39,1.9,58.7,0.36,13.9,0.5,0.3,0.2,36200,2.36,0.6,0.05,0.2,0.005,0.2,0.01,400,5,2,0.05,200,39,0.7,100,0.2,3.89,9.3,5.47,1,5,0.28,2.2,0.22,0.8,0.67,1.8,0.025,0.1,0.01,6,0.04,0.05,0.2,45,0.05,1.83,20.4,7.5,0.001,NA,NA,NA,8.4,101.6,NA,0.3,0.48,13.85,4.5,83.6,0.94,11.2,1.098,0.791,0.2455,5.1,0.864,0.29,4.25,0.215,7.1,0.128,1,4.3,5.67,13.4,8.97,1.5,19.7,NA,4.5,1.102,0.7,12.5,0.27,0.167,8.45,0.8,61.1,0.4,5.5,0.723,12.2,159.8,40,21955,286,5,51077,2972,157,62,74,148,54,394607,1594,33524,4.61,8.84
2007191291,"01/04/08",-27.1372,123.474,"WA",6998279.825,546971.106,51,NA,NA,"2007191291001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.001,3100,0.9,5e-05,2,34,0.3,0.07,700,0.005,9.09,2.2,28.7,0.36,3.44,0.6,0.2,0.1,9600,1.61,0.7,0.05,0.05,0.01,0.05,0.01,1000,4.1,2.4,0.05,600,179,0.04,140,0.05,4.12,3.5,2.5,1.1,6.9,0.04,1.7,0.03,0.8,0.35,4.9,0.025,0.05,0.01,2.1,0.03,0.05,0.2,17,0.05,2.99,0.05,3.6,0.001,0.001,NA,NA,NA,185.3,NA,0.1,NA,11.56,2.9,37.6,0.75,7.5,1.38,0.78,0.199,6.8,1.01,0.4,9.72,0.25,6.08,0.15,0.5,4.6,4.82,11.3,4.91,1.32,15.6,NA,4.9,0.69,0.6,14.5,0.44,0.19,3.99,0.9,19.8,0.7,7.2,0.94,7.9,383.4,300,14418,865,133,10169,2017,657,147,230,109,165,437790,1744,12444,6.345,164.35
2007191296,"12/12/07",-32.9411,120.3454,"WA",6352114.965,251817.129,51,NA,NA,"2007191296001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.022,25100,0.9,5e-04,8,50.1,0.6,0.07,30600,0.005,23.4,3.5,29.6,0.89,8.94,0.9,0.4,0.3,14600,4.82,1.1,0.05,0.2,0.04,0.2,0.01,10100,9,15.9,0.05,3300,321,0.005,850,0.1,7.54,12.1,4.6,2.2,20.6,0.04,4.9,0.08,1.6,0.49,174,0.025,0.05,0.03,6.1,0.08,0.05,0.2,15,0.05,4.49,10.1,6.5,0.002,0.001,NA,NA,NA,99.2,NA,0.12,NA,25.46,4.9,54.4,1.8,12.1,1.56,0.74,0.375,10.1,1.43,0.3,2.38,0.27,10.31,0.1,0.4,3.8,8.14,30.1,6.57,2.31,37,NA,6.5,1.43,0.6,193.9,0.33,0.26,7.91,0.66,22.8,0.6,7.2,0.75,20.6,89.8,320,46240,29496,129,18086,9895,5065,271,1187,131,1165,320791,1516,132402,7.895,165.4
2007191301,"05/04/08",-28.7775,125.7681,"WA",6813520.812,770244.911,51,NA,NA,"2007191301001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.017,13000,1.9,5e-05,2,14.9,0.2,0.23,400,0.02,36.9,7.3,83.6,0.79,11.4,1.9,0.9,0.5,35200,7.32,3,0.05,0.2,0.05,0.3,0.03,1000,14.7,3.1,0.05,50,399,0.5,40,0.3,14.7,9.7,12.7,3.9,10.8,0.19,8.2,0.06,3,1.47,4.7,0.025,0.3,0.01,9.5,0.14,0.1,0.9,72,0.05,9.57,1.4,11.2,0.001,0.001,NA,NA,NA,35.8,NA,0.08,NA,8.61,2.6,35.2,0.73,4.5,1.07,0.52,0.143,7.3,0.64,0.4,4.57,0.17,4.4,0.1,0.5,3.4,3.19,10.3,4.41,0.86,9.3,NA,4,NA,0.5,5.8,0.33,0.13,3.67,0.62,21.1,0.5,5,0.65,4.6,181.1,40,17372,314,30,10932,955,66,70,74,100,36,443993,1288,0,5.215,5.315
2007191316,"15/11/07",-28.2116,114.3201,"WA",6876447.938,236968.5553,50,NA,NA,"2007191316001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.013,9700,3.5,6e-04,0.5,132,1.2,0.15,1600,0.06,81.7,9.1,27.3,0.76,19.9,3.7,1.5,0.9,23300,3.89,4.3,0.1,0.05,0.005,1,0.01,1600,42,12.5,0.1,1200,253,0.45,1340,0.4,33.2,10.4,13.4,8.5,11.7,0.18,4.3,0.26,5.9,1.15,51.1,0.025,0.7,0.04,16.6,0.16,0.2,2.4,27,0.05,12.2,37.6,4.1,0.001,NA,NA,NA,3.6,429.1,2,0.27,NA,149,11.6,62.4,2.59,19.8,7.256,4.011,1.523,10.4,8.936,NA,19.51,1.433,74.53,0.676,1.5,23.4,63.91,17.9,25.37,16.81,67,NA,10.4,12.73,1.9,113.8,1.94,1.476,37.45,6.23,68.2,2.1,39.5,4.222,49.2,728.7,220,55577,2001,1870,25046,11356,1893,263,2456,458,617,347671,5981,77566,5.44,1815
2007191325,"05/03/08",-29.4221,120.5199,"WA",6742688.664,259387.1991,51,NA,NA,"2007191325001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.008,3700,2.7,8e-04,0.5,7.2,0.1,0.2,700,0.005,20,5.9,229,0.18,11.7,0.8,0.4,0.3,25700,2.44,1.1,0.05,0.05,0.02,0.2,0.01,800,11.2,1.4,0.1,300,191,0.56,20,0.2,6.1,25.4,3.77,1.8,3,0.17,4.6,0.08,1.2,0.35,3.6,0.025,0.1,0.15,4.2,0.04,0.05,0.6,58,0.1,4.31,15.4,3.4,0.002,0.001,7e-04,NA,3.8,202.5,NA,0.18,0.42,16.3,8.4,232.4,1.28,17,1.35,0.86,0.334,7.5,1.39,0.5,2.72,0.29,8.92,0.1,0.4,4.4,6.79,40.2,10.36,1.74,43.7,NA,5.9,1.08,0.3,20.9,0.44,0.15,6.32,1.13,55.7,0.4,9.4,0.86,23,98.9,60,30117,901,35,28375,7994,1091,248,942,183,73,403567,1846,20959,6.43,11.04
2007191335,"22/02/08",-27.8214,118.382,"WA",6921815.575,636112.6059,50,NA,NA,"2007191335001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.015,16300,2.3,6e-04,2,36.1,0.5,0.19,2500,0.1,49.1,7.3,84.7,0.55,17.3,1.5,0.8,0.6,19700,6.56,2.6,0.05,0.1,0.005,0.3,0.03,4200,23.2,3.3,0.05,2600,364,0.78,120,0.1,14.3,12.4,6.25,4.3,14,0.12,6.8,0.09,3,0.92,11.4,0.025,0.3,0.06,8.6,0.11,0.05,0.9,53,0.05,8.99,21,8,0.001,0.001,8e-04,NA,4.1,225.7,2.3,0.27,NA,39.81,10.7,106.4,2.44,37.7,2.76,1.52,0.682,16.3,2.76,0.5,4.04,0.51,19.96,0.2,1.3,8,15.86,24.8,15.08,4.18,51.7,1.1,8.5,3.33,0.8,35.5,1.26,0.4,11.24,1.78,67.4,1.2,15.9,1.61,42.3,146.1,140,66729,2237,61,33522,9065,3630,441,1076,266,97,346390,3446,55955,7.06,60.2
2007191339,"03/03/08",-24.8192,113.8092,"WA",7252148.106,783963.1664,49,"Duplicate.2",2007191192,"2007191339001 Coarse","lt.2.mm","TOS","TOS.lt.2.mm",0.012,13900,2.6,7e-04,1,106,0.7,0.2,2300,0.11,70.1,6.4,57.5,1.65,16.1,1.9,0.9,0.7,23200,5.86,3.4,0.1,0.1,0.03,0.4,0.02,6200,42.4,10.5,0.05,4900,339,0.52,280,0.4,22.4,12.8,6.54,6.5,37.1,0.13,5.4,0.07,4,1.02,22.7,0.025,0.4,0.06,11.9,0.22,0.1,1.4,62,0.1,10.6,30.7,6.5,0.001,0.001,7e-04,NA,2.8,546.1,2.5,0.33,0.14,68.06,9.8,73.3,3.72,22.4,4.74,2.76,1.135,15.5,4.9,0.7,11.48,0.97,35.31,0.41,0.6,15.3,29.57,19.1,21.26,7.65,101.1,1.4,10.8,6,1.5,100.3,1.79,0.77,17.78,3.19,87.4,2,28.4,2.9,49.5,433.6,380,65601,6661,54,37677,20039,5927,503,8346,428,134,335308,4908,39528,6.9,52
